ID1,HHID,QH91,QH93,QH95,QH96,QH96A,QH96M,QH96AC,QH97D,QH97M,QH97A,QH99,QH101,QH103,QH106,QHVIOLEN,QHCLUSTER,QHNUMBER,QHHOME
2024,      338800401,2,2,2, , , , , , , ,2,2,2,2,5,3388,4,1
2024,      338801201, ,2,2, , , , , , , , ,2,2,2,2,3388,12,1
2024,      338801601, ,2,2, , , , , , , , ,2,2,2,2,3388,16,1
2024,      338801701,2,2,2, , , , , , , ,2,2,2, ,0,3388,17,1
2024,      338802801,2,2,2, , , , , , , , ,1,2, ,4,3388,28,1
2024,      338804101, ,2,2, , , , , , , , ,2,2, ,1,3388,41,1
2024,      338806401,2,2,2, , , , , , , , ,2,2, ,1,3388,64,1
2024,      338809401,2,2,2, , , , , , , , ,2,2,2,1,3388,94,1
2024,      338810501, ,2,2, , , , , , , , ,1,2, ,1,3388,105,1
2024,      338811701, ,2,2, , , , , , , , ,2,2,2,2,3388,117,1
2024,      338901201, ,2,2, , , , , , , , ,1,2,2,2,3389,12,1
2024,      338901901,2,2,2, , , , , , , , ,2,2,2,2,3389,19,1
2024,      338902401, ,2,2, , , , , , , ,2,2,2, ,0,3389,24,1
2024,      338903801, ,2,2, , , , , , , ,2,2,2,2,3,3389,38,1
2024,      338907401, ,2,2, , , , , , , , ,2,2, ,2,3389,74,1
2024,      338909601, ,2,2, , , , , , , , ,2,2, ,2,3389,96,1
2024,      338910001, ,2,2, , , , , , , , ,2,2,2,1,3389,100,1
2024,      338910301, ,2,2, , , , , , , , ,1,2, ,0,3389,103,1
2024,      338911201, ,2,2, , , , , , , , ,2,2,2,2,3389,112,1
2024,      338911202, ,2,2, , , , , , , , ,2,2, ,0,3389,112,2
2024,      339001201, ,2,1,2,1,10,2, , , , ,2,2,2,2,3390,12,1
2024,      339002101, ,2,2, , , , , , , , ,2,2, ,3,3390,21,1
2024,      339004501,2,2,2, , , , , , , , ,2,2, ,1,3390,45,1
2024,      339004502,2,2,2, , , , , , , , ,2,2, ,2,3390,45,2
2024,      339004503,2,2,2, , , , , , , , ,2,2,2,2,3390,45,3
2024,      339004505,2,2,2, , , , , , , , ,2,2, ,2,3390,45,5
2024,      339005901,2,2,2, , , , , , , ,2,2,2,2,4,3390,59,1
2024,      339008101, ,2,2, , , , , , , ,2,2,2, ,4,3390,81,1
2024,      339010801, ,2,2, , , , , , , ,2,2,2, ,0,3390,108,1
2024,      339013301,2,2,2, , , , , , , , ,1,2, ,2,3390,133,1
2024,      339013302,2,2,2, , , , , , , , ,2,2,2,1,3390,133,2
2024,      339103601,2,2,2, , , , , , , ,2,2,2, ,3,3391,36,1
2024,      339103602, ,2,2, , , , , , , , ,2,2, ,2,3391,36,2
2024,      339103603,2,2,2, , , , , , , , ,2,2,2,2,3391,36,3
2024,      339104601, ,2,2, , , , , , , , ,2,2, ,0,3391,46,1
2024,      339108101, ,2,2, , , , , , , ,2,2,2,2,2,3391,81,1
2024,      339114101, ,2,2, , , , , , , , ,2,2,2,2,3391,141,1
2024,      339115501,2,2,2, , , , , , , ,2,2,2, ,0,3391,155,1
2024,      339115601, ,2,2, , , , , , , ,2,2,2,2,2,3391,156,1
2024,      339116801, ,2,2, , , , , , , , ,2,2,2,6,3391,168,1
2024,      339119001,2,2,2, , , , , , , , ,2,2, ,2,3391,190,1
2024,      339201101, ,2,2, , , , , , , , ,2,2, ,2,3392,11,1
2024,      339201901, ,2,2, , , , , , , , ,2,2,2,2,3392,19,1
2024,      339202001, ,2,2, , , , , , , ,2,2,2, ,4,3392,20,1
2024,      339205201,2,2,2, , , , , , , , ,2,2,2,4,3392,52,1
2024,      339206101, ,2,2, , , , , , , , ,2,2, ,1,3392,61,1
2024,      339207501, ,2,2, , , , , , , , ,2,2, ,2,3392,75,1
2024,      339207701, ,2,2, , , , , , , , ,2,2,2,1,3392,77,1
2024,      339208401, ,2,2, , , , , , , ,2,2,2,2,4,3392,84,1
2024,      339210501, ,2,2, , , , , , , , ,2,2, ,1,3392,105,1
2024,      339302301, ,2,2, , , , , , , , ,2,2, ,2,3393,23,1
2024,      339304901, ,2,2, , , , , , , , ,2,2,2,2,3393,49,1
2024,      339305001,2,2,2, , , , , , , , ,2,2, ,1,3393,50,1
2024,      339306001, ,2,2, , , , , , , , ,1,2,2,2,3393,60,1
2024,      339306801,2,2,2, , , , , , , , ,2,1, ,2,3393,68,1
2024,      339307201, ,2,2, , , , , , , , ,1,2,2,2,3393,72,1
2024,      339308501, ,2,2, , , , , , , ,1,2,2, ,2,3393,85,1
2024,      339311701,2,2,2, , , , , , , , ,2,2, ,0,3393,117,1
2024,      339400801,2,2,2, , , , , , , , ,2,2, ,2,3394,8,1
2024,      339404701,2,2,2, , , , , , , , ,2,2, ,3,3394,47,1
2024,      339406401, ,2,1,2,0,4,2, , , , ,2,2,2,2,3394,64,1
2024,      339407601, ,2,2, , , , , , , , ,2,2,2,3,3394,76,1
2024,      339410501,2,2,2, , , , , , , ,2,2,2, ,1,3394,105,1
2024,      339413801, ,2,2, , , , , , , , ,2,2, ,2,3394,138,1
2024,      339414301, ,2,2, , , , , , , , ,2,2, ,2,3394,143,1
2024,      339414401, ,2,2, , , , , , , , ,2,2, ,2,3394,144,1
2024,      339414501, ,2,2, , , , , , , ,1,2,2, ,0,3394,145,1
2024,      339416501,2,2,2, , , , , , , , ,2,2, ,1,3394,165,1
2024,      339500201, ,2,2, , , , , , , , ,1,2,2,2,3395,2,1
2024,      339500701, ,2,2, , , , , , , , ,2,2, ,2,3395,7,1
2024,      339502501, ,2,2, , , , , , , , ,2,2,2,1,3395,25,1
2024,      339503501, ,2,2, , , , , , , ,2,2,2,2,2,3395,35,1
2024,      339504301, ,2,2, , , , , , , , ,2,2, ,0,3395,43,1
2024,      339504701, ,2,2, , , , , , , , ,2,2,2,2,3395,47,1
2024,      339505901,2,2,2, , , , , , , , ,2,2, ,2,3395,59,1
2024,      339509001, ,2,2, , , , , , , , ,2,2, ,3,3395,90,1
2024,      339600901, ,2,2, , , , , , , ,2,2,2, ,3,3396,9,1
2024,      339601101,2,2,2, , , , , , , ,2,2,2,2,3,3396,11,1
2024,      339601201, ,2,2, , , , , , , , ,2,2, ,3,3396,12,1
2024,      339601301, ,2,2, , , , , , , , ,2,2,2,2,3396,13,1
2024,      339602001,2,2,2, , , , , , , , ,2,2,2,2,3396,20,1
2024,      339603601, ,2,2, , , , , , , , ,1,2,2,1,3396,36,1
2024,      339604501, ,2,2, , , , , , , ,2,2,2, ,0,3396,45,1
2024,      339608401, ,2,2, , , , , , , , ,2,2, ,0,3396,84,1
2024,      339609601, ,2,2, , , , , , , , ,2,2,2,3,3396,96,1
2024,      339700401, ,2,2, , , , , , , , ,2,2, ,3,3397,4,1
2024,      339700901, ,2,2, , , , , , , ,2,2,2,2,4,3397,9,1
2024,      339701501,2,2,2, , , , , , , ,2,2,2, ,2,3397,15,1
2024,      339705101, ,2,2, , , , , , , , ,2,2, ,3,3397,51,1
2024,      339706801, ,2,2, , , , , , , , ,2,2,2,2,3397,68,1
2024,      339707801,2,2,2, , , , , , , , ,2,2,2,2,3397,78,1
2024,      339708301,2,2,2, , , , , , , , ,2,2, ,0,3397,83,1
2024,      339800701,2,2,2, , , , , , , ,2,2,2,1,3,3398,7,1
2024,      339801401,2,2,2, , , , , , , , ,2,2,2,3,3398,14,1
2024,      339802301,2,2,2, , , , , , , , ,2,2, ,3,3398,23,1
2024,      339802601, ,2,2, , , , , , , , ,2,2,2,2,3398,26,1
2024,      339803201,2,2,2, , , , , , , , ,2,2, ,1,3398,32,1
2024,      339803901, ,2,2, , , , , , , , ,2,2, ,1,3398,39,1
2024,      339804501,2,2,2, , , , , , , , ,2,2,2,2,3398,45,1
2024,      339806701,2,2,2, , , , , , , , ,2,2, ,0,3398,67,1
2024,      339811701, ,2,2, , , , , , , , ,2,2,2,1,3398,117,1
2024,      339902101,2,2,2, , , , , , , , ,2,2,2,2,3399,21,1
2024,      339902501, ,2,2, , , , , , , , ,2,2,2,3,3399,25,1
2024,      339903301, ,2,2, , , , , , , ,2,2,2,2,1,3399,33,1
2024,      339904201,2,2,2, , , , , , , , ,2,2, ,1,3399,42,1
2024,      339905101, ,2,2, , , , , , , , ,2,2,2,1,3399,51,1
2024,      339907801, ,2,2, , , , , , , , ,2,2,2,2,3399,78,1
2024,      339908301, ,2,2, , , , , , , , ,2,2, ,2,3399,83,1
2024,      339908601, ,2,2, , , , , , , , ,2,2, ,2,3399,86,1
2024,      339909401, ,2,2, , , , , , , , ,2,2,2,2,3399,94,1
2024,      340000301, ,2,2, , , , , , , , ,1,2,2,2,3400,3,1
2024,      340003101,2,2,2, , , , , , , , ,2,2, ,0,3400,31,1
2024,      340003401, ,2,1,2,7,0,2, , , , ,2,2, ,2,3400,34,1
2024,      340004801, ,2,2, , , , , , , ,2,2,2, ,0,3400,48,1
2024,      340007001,2,2,2, , , , , , , , ,2,2,2,3,3400,70,1
2024,      340007301,2,2,2, , , , , , , , ,2,2, ,1,3400,73,1
2024,      340008001,2,2,1,1,98,98,2, , , , ,2,2, ,2,3400,80,1
2024,      340009701, ,2,2, , , , , , , , ,2,2,2,1,3400,97,1
2024,      340010001, ,2,2, , , , , , , , ,2,2,2,2,3400,100,1
2024,      340102601, ,2,1,1,12,0,2, , , , ,2,2,2,2,3401,26,1
2024,      340105701, ,2,1,1,2,3,2, , , , ,2,2,2,1,3401,57,1
2024,      340106601,2,2,1,2,5,3,2, , , , ,2,2, ,4,3401,66,1
2024,      340107001, ,2,2, , , , , , , , ,2,2,2,2,3401,70,1
2024,      340109601, ,2,2, , , , , , , , ,2,2,2,2,3401,96,1
2024,      340109901, ,2,2, , , , , , , , ,2,1,2,2,3401,99,1
2024,      340110901, ,2,2, , , , , , , ,1,2,2, ,0,3401,109,1
2024,      340112901, ,2,2, , , , , , , , ,2,2,2,2,3401,129,1
2024,      340119001, ,2,2, , , , , , , , ,2,2,2,3,3401,190,1
2024,      340200401, ,2,1,1,8,0,2, , , , ,2,2, ,2,3402,4,1
2024,      340201201,2,2,2, , , , , , , , ,2,2, ,0,3402,12,1
2024,      340203301,2,2,2, , , , , , , , ,2,2, ,1,3402,33,1
2024,      340204001,2,2,2, , , , , , , , ,2,2, ,2,3402,40,1
2024,      340204301, ,2,2, , , , , , , , ,2,2,2,2,3402,43,1
2024,      340204401, ,2,1,2,5,0,2, , , , ,2,2,2,2,3402,44,1
2024,      340205601,2,2,2, , , , , , , , ,2,2, ,2,3402,56,1
2024,      340207101, ,2,2, , , , , , , , ,2,2,2,2,3402,71,1
2024,      340212201, ,2,2, , , , , , , ,2,2,2, ,2,3402,122,1
2024,      340212401,2,2,2, , , , , , , , ,2,2,2,4,3402,124,1
2024,      340300601, ,2,1,1,3,4,2, , , , ,1,2,1,1,3403,6,1
2024,      340301001,2,2,1,6,3,4,2, , , , ,2,2,2,6,3403,10,1
2024,      340301801,2,2,2, , , , , , , , ,2,2,2,2,3403,18,1
2024,      340304701,2,2,2, , , , , , , , ,2,2, ,1,3403,47,1
2024,      340305101, ,2,2, , , , , , , , ,2,2,2,1,3403,51,1
2024,      340305501,2,2,2, , , , , , , , ,2,2,2,2,3403,55,1
2024,      340306601, ,2,2, , , , , , , , ,2,2, ,2,3403,66,1
2024,      340307501, ,2,2, , , , , , , , ,2,2,2,1,3403,75,1
2024,      340308701, ,2,2, , , , , , , , ,2,2, ,2,3403,87,1
2024,      340401601,2,2,2, , , , , , , , ,2,2, ,1,3404,16,1
2024,      340401701, ,2,2, , , , , , , , ,2,2, ,1,3404,17,1
2024,      340402101, ,2,2, , , , , , , , ,2,2, ,2,3404,21,1
2024,      340402201,2,2,2, , , , , , , , ,2,2,2,2,3404,22,1
2024,      340402401, ,2,2, , , , , , , , ,2,2, ,0,3404,24,1
2024,      340405601, ,2,2, , , , , , , ,1,2,2, ,0,3404,56,1
2024,      340405701,2,2,2, , , , , , , , ,1,2,2,2,3404,57,1
2024,      340405801, ,2,2, , , , , , , , ,1,2,2,2,3404,58,1
2024,      340405901, ,2,2, , , , , , , , ,2,2, ,2,3404,59,1
2024,      340406001, ,2,2, , , , , , , ,2,2,2, ,0,3404,60,1
2024,      340407701, ,2,2, , , , , , , , ,2,2, ,0,3404,77,1
2024,      340407901,2,2,2, , , , , , , , ,2,2, ,3,3404,79,1
2024,      340408001, ,2,2, , , , , , , , ,2,2, ,2,3404,80,1
2024,      340408101, ,2,2, , , , , , , , ,1,2,2,1,3404,81,1
2024,      340500601, ,2,1,2,10,2,2, , , , ,2,2, ,2,3405,6,1
2024,      340500701,2,2,1,2,2,2,2, , , , ,1,2,2,2,3405,7,1
2024,      340500801, ,2,2, , , , , , , , ,2,2, ,0,3405,8,1
2024,      340500901, ,2,1,2,7,2,2, , , , ,2,2, ,2,3405,9,1
2024,      340501001, ,2,2, , , , , , , , ,1,2,2,2,3405,10,1
2024,      340501901,2,2,1,2,0,9,2, , , , ,1,2,2,2,3405,19,1
2024,      340502101, ,2,1,3,3,2,2, , , ,1,2,2, ,3,3405,21,1
2024,      340502201,2,2,1,2,8,2,2, , , , ,2,2,2,2,3405,22,1
2024,      340502301, ,2,2, , , , , , , , ,2,2, ,0,3405,23,1
2024,      340502401, ,2,1,2,13,0,2, , , , ,2,2, ,0,3405,24,1
2024,      340509301, ,2,2, , , , , , , , ,2,2, ,0,3405,93,1
2024,      340509401, ,2,2, , , , , , , , ,1,2, ,1,3405,94,1
2024,      340509501, ,2,1,2,0,6,2, , , , ,1,2,2,2,3405,95,1
2024,      340509601, ,2,1,2,4,2,2, , , ,1,1,2,2,2,3405,96,1
2024,      340509701,2,2,2, , , , , , , , ,2,2,2,3,3405,97,1
2024,      340600101, ,2,2, , , , , , , ,2,2,2, ,0,3406,1,1
2024,      340600201, ,2,2, , , , , , , , ,2,2, ,0,3406,2,1
2024,      340600301, ,2,2, , , , , , , ,1,2,2, ,0,3406,3,1
2024,      340600401,2,2,2, , , , , , , , ,2,2, ,2,3406,4,1
2024,      340600501, ,2,2, , , , , , , ,1,2,2, ,0,3406,5,1
2024,      340601201, ,2,2, , , , , , , , ,2,2, ,0,3406,12,1
2024,      340601601, ,2,2, , , , , , , ,2,2,2, ,0,3406,16,1
2024,      340601701, ,2,2, , , , , , , , ,2,2, ,0,3406,17,1
2024,      340601801, ,2,2, , , , , , , , ,2,2, ,2,3406,18,1
2024,      340601901, ,2,2, , , , , , , ,2,2,2, ,0,3406,19,1
2024,      340603601, ,2,2, , , , , , , ,1,2,2, ,0,3406,36,1
2024,      340603701, ,2,2, , , , , , , ,1,2,2, ,0,3406,37,1
2024,      340603901, ,2,2, , , , , , , , ,2,2, ,0,3406,39,1
2024,      340604001, ,2,2, , , , , , , ,1,2,2, ,0,3406,40,1
2024,      340604101,2,2,1,2,4,4,2, , , , ,1,2,2,5,3406,41,1
2024,      340700401,2,2,1,2,5,1,2, , , , ,1,2, ,2,3407,4,1
2024,      340701201,2,2,2, , , , , , , ,1,2,2, ,0,3407,12,1
2024,      340702401, ,2,2, , , , , , , , ,1,2,2,2,3407,24,1
2024,      340702501,2,2,1,3,0,2,2, , , , ,2,2,2,1,3407,25,1
2024,      340702901, ,2,2, , , , , , , , ,2,2, ,0,3407,29,1
2024,      340703601, ,2,2, , , , , , , , ,2,2,2,1,3407,36,1
2024,      340705101, ,2,1,2,13,3,2, , , , ,2,2, ,2,3407,51,1
2024,      340705401,2,2,2, , , , , , , , ,2,2,1,2,3407,54,1
2024,      340706801, ,2,2, , , , , , , , ,1,2,2,1,3407,68,1
2024,      340707301,2,2,2, , , , , , , , ,2,2, ,1,3407,73,1
2024,      340707901, ,2,1,2,8,3,2, , , , ,2,2,2,2,3407,79,1
2024,      340709101, ,2,1,2,8,2,2, , , , ,2,2,2,2,3407,91,1
2024,      340709801, ,2,2, , , , , , , , ,1,2,2,3,3407,98,1
2024,      340709901, ,2,1,2,5,2,2, , , , ,1,2,2,2,3407,99,1
2024,      340804001, ,2,2, , , , , , , , ,2,2, ,0,3408,40,1
2024,      340804101,2,2,2, , , , , , , , ,1,2,2,3,3408,41,1
2024,      340804401, ,2,2, , , , , , , , ,2,2, ,2,3408,44,1
2024,      340804501, ,2,1,2,13,3,2, , , , ,2,2, ,2,3408,45,1
2024,      340805201,2,2,1,2,4,6,2, , , ,1,2,2, ,2,3408,52,1
2024,      340805501, ,2,2, , , , , , , ,1,2,2, ,0,3408,55,1
2024,      340805801, ,2,2, , , , , , , , ,1,2, ,0,3408,58,1
2024,      340806001, ,2,2, , , , , , , ,1,2,2, ,0,3408,60,1
2024,      340806101, ,2,1,1,5,0,2, , , ,1,2,2, ,1,3408,61,1
2024,      340806201, ,2,1,2,3,0,2, , , , ,2,2, ,2,3408,62,1
2024,      340806301, ,2,2, , , , , , , , ,2,2, ,1,3408,63,1
2024,      340806401,2,2,1,2,5,4,2, , , , ,2,2, ,0,3408,64,1
2024,      340806501, ,2,2, , , , , , , , ,2,2, ,0,3408,65,1
2024,      340806601, ,2,2, , , , , , , , ,2,2, ,2,3408,66,1
2024,      340901901, ,2,2, , , , , , , , ,2,2, ,0,3409,19,1
2024,      340902001,2,2,1,2,3,4,2, , , , ,2,2, ,2,3409,20,1
2024,      340902201, ,2,2, , , , , , , ,2,2,2, ,2,3409,22,1
2024,      340902301, ,2,2, , , , , , , , ,1,2,2,3,3409,23,1
2024,      340902401, ,2,2, , , , , , , , ,2,2, ,0,3409,24,1
2024,      340903501, ,2,1,2,10,6,2, , , , ,1,2,2,2,3409,35,1
2024,      340903601, ,2,2, , , , , , , , ,2,2, ,0,3409,36,1
2024,      340903701, ,2,2, , , , , , , ,1,2,2, ,0,3409,37,1
2024,      340903801, ,2,2, , , , , , , ,1,2,2, ,0,3409,38,1
2024,      340903901,2,2,1,2,0,6,2, , , , ,1,2,2,3,3409,39,1
2024,      340904901,2,2,1,2,5,4,2, , , , ,1,2, ,2,3409,49,1
2024,      340905001, ,2,2, , , , , , , , ,2,2, ,0,3409,50,1
2024,      340905101,2,2,1,1,13,6,2, , , ,1,2,2, ,1,3409,51,1
2024,      340906001, ,2,2, , , , , , , ,1,2,2, ,0,3409,60,1
2024,      340906101, ,2,1,2,11,5,2, , , , ,2,2, ,2,3409,61,1
2024,      341001101,2,2,1,1,1,8,2, , , , ,1,2,2,1,3410,11,1
2024,      341001301, ,2,2, , , , , , , , ,1,2, ,0,3410,13,1
2024,      341001401,2,2,1,2,13,6,2, , , , ,2,2, ,0,3410,14,1
2024,      341001501,2,2,2, , , , , , , , ,2,2,2,1,3410,15,1
2024,      341002601, ,2,1,1,13,6,2, , , , ,2,2, ,1,3410,26,1
2024,      341002701, ,2,2, , , , , , , ,1,2,2, ,0,3410,27,1
2024,      341002901,2,2,1,2,13,6,2, , , , ,1,2,2,2,3410,29,1
2024,      341003001, ,2,2, , , , , , , , ,2,2, ,1,3410,30,1
2024,      341003301,2,2,1,2,13,6,2, , , , ,2,2, ,2,3410,33,1
2024,      341004601, ,2,1,2,7,0,2, , , , ,2,2, ,0,3410,46,1
2024,      341004801, ,2,1,1,4,6,2, , , ,2,1,2, ,1,3410,48,1
2024,      341005101, ,2,2, , , , , , , , ,2,2, ,1,3410,51,1
2024,      341005201, ,2,2, , , , , , , , ,2,2,2,0,3410,52,1
2024,      341005301,2,2,2, , , , , , , , ,1,2,2,2,3410,53,1
2024,      341101501, ,2,1,2,10,0,2, , , ,2,2,2, ,0,3411,15,1
2024,      341101801,2,2,2, , , , , , , , ,1,2,2,2,3411,18,1
2024,      341101901, ,2,2, , , , , , , ,1,2,2, ,0,3411,19,1
2024,      341102001, ,2,1,2,1,6,2, , , , ,1,2,2,2,3411,20,1
2024,      341105901,2,2,2, , , , , , , , ,2,2, ,0,3411,59,1
2024,      341106101, ,2,2, , , , , , , ,2,2,2, ,0,3411,61,1
2024,      341106201, ,2,2, , , , , , , , ,1,2,2,2,3411,62,1
2024,      341106401, ,2,2, , , , , , , , ,2,2, ,0,3411,64,1
2024,      341106501, ,2,2, , , , , , , , ,2,2, ,0,3411,65,1
2024,      341109601,2,2,1,2,0,1,2, , , , ,2,2,2,2,3411,96,1
2024,      341109701, ,2,2, , , , , , , ,1,2,2, ,0,3411,97,1
2024,      341110301, ,2,1,2,12,10,2, , , , ,2,2, ,2,3411,103,1
2024,      341201201, ,2,2, , , , , , , , ,2,2,2,2,3412,12,1
2024,      341203601,2,2,2, , , , , , , , ,2,2,2,2,3412,36,1
2024,      341206401, ,2,2, , , , , , , , ,2,2,2,1,3412,64,1
2024,      341210301, ,2,2, , , , , , , , ,2,2,2,2,3412,103,1
2024,      341210501, ,2,2, , , , , , , , ,1,2, ,2,3412,105,1
2024,      341211401,2,2,2, , , , , , , , ,2,2, ,1,3412,114,1
2024,      341214901, ,2,2, , , , , , , , ,2,2,2,2,3412,149,1
2024,      341301901,2,2,1,4,1,0,2, , , , ,2,2,2,2,3413,19,1
2024,      341302901,2,2,2, , , , , , , , ,2,1, ,1,3413,29,1
2024,      341304501, ,2,2, , , , , , , , ,2,2, ,1,3413,45,1
2024,      341305701, ,2,1,1,10,0,2, , , , ,1,2,2,1,3413,57,1
2024,      341306601, ,2,2, , , , , , , , ,2,2,2,2,3413,66,1
2024,      341308801, ,2,2, , , , , , , , ,2,2,2,3,3413,88,1
2024,      341400101,2,2,2, , , , , , , ,2,2,2, ,2,3414,1,1
2024,      341403301, ,2,2, , , , , , , , ,1,2,1,2,3414,33,1
2024,      341407701,2,2,2, , , , , , , , ,2,2, ,0,3414,77,1
2024,      341408901,2,2,2, , , , , , , , ,2,2, ,0,3414,89,1
2024,      341415201, ,2,2, , , , , , , , ,2,2,2,2,3414,152,1
2024,      341417701, ,2,2, , , , , , , , ,2,2,2,2,3414,177,1
2024,      341418601, ,2,2, , , , , , , , ,2,2, ,1,3414,186,1
2024,      341418701, ,2,2, , , , , , , , ,2,2, ,2,3414,187,1
2024,      341502301, ,2,2, , , , , , , , ,2,2, ,0,3415,23,1
2024,      341502501, ,2,2, , , , , , , , ,1,2, ,1,3415,25,1
2024,      341503701, ,2,2, , , , , , , , ,2,2, ,1,3415,37,1
2024,      341505301, ,2,2, , , , , , , , ,1,2,2,2,3415,53,1
2024,      341506301, ,2,2, , , , , , , , ,2,2, ,0,3415,63,1
2024,      341507201, ,2,2, , , , , , , , ,2,2,2,2,3415,72,1
2024,      341507901, ,2,1,1,5,0,2, , , , ,2,1,2,1,3415,79,1
2024,      341509401, ,2,2, , , , , , , , ,1,2,2,1,3415,94,1
2024,      341509501, ,2,2, , , , , , , ,2,2,2, ,3,3415,95,1
2024,      341603001, ,2,1,1,5,3,2, , , , ,2,2, ,1,3416,30,1
2024,      341603901, ,2,1,2,13,11,2, , , ,1,1,2,1,2,3416,39,1
2024,      341606201, ,2,2, , , , , , , ,2,2,2, ,0,3416,62,1
2024,      341606501,2,2,1,2,10,0,2, , , , ,2,2,1,2,3416,65,1
2024,      341608901,2,2,2, , , , , , , , ,2,2,2,2,3416,89,1
2024,      341610501, ,2,1,1,10,0,2, , , , ,2,2, ,1,3416,105,1
2024,      341610601,2,2,1,2,0,8,2, , , , ,2,2,2,2,3416,106,1
2024,      341611201,2,2,2, , , , , , , , ,2,2,1,2,3416,112,1
2024,      341612601,2,2,2, , , , , , , , ,2,2,2,1,3416,126,1
2024,      341702801,2,2,1,4,0,4,2, , , , ,1,2,2,4,3417,28,1
2024,      341702901,2,2,2, , , , , , , , ,2,2, ,0,3417,29,1
2024,      341703101, ,2,2, , , , , , , , ,1,2, ,0,3417,31,1
2024,      341703501,2,2,2, , , , , , , , ,1,2,2,2,3417,35,1
2024,      341703701,2,2,1,2,8,0,2, , , , ,2,2, ,2,3417,37,1
2024,      341705801, ,2,1,2,10,0,2, , , , ,1,2,2,2,3417,58,1
2024,      341705901, ,2,1,1,13,3,2, , , , ,2,2, ,1,3417,59,1
2024,      341706001,2,2,2, , , , , , , , ,1,2,2,2,3417,60,1
2024,      341706101, ,2,2, , , , , , , ,1,1,2, ,0,3417,61,1
2024,      341706201, ,2,1,2,1,6,2, , , , ,1,2,2,2,3417,62,1
2024,      341713901, ,2,1,2,13,11,2, , , , ,1,2,2,2,3417,139,1
2024,      341714001, ,2,1,2,8,0,2, , , , ,1,2, ,2,3417,140,1
2024,      341714101, ,2,1,1,7,0,2, , , , ,2,2, ,1,3417,141,1
2024,      341714201,2,2,1,2,0,1,2, , , , ,1,2,2,2,3417,142,1
2024,      341714301, ,2,2, , , , , , , ,1,2,2, ,0,3417,143,1
2024,      341801101, ,2,2, , , , , , , , ,2,1, ,1,3418,11,1
2024,      341801401, ,2,2, , , , , , , , ,1,2,2,2,3418,14,1
2024,      341801701, ,2,2, , , , , , , , ,1,2,2,1,3418,17,1
2024,      341801901,2,2,1,1,10,0,2, , , , ,1,2,2,1,3418,19,1
2024,      341802101, ,2,2, , , , , , , ,2,2,2, ,0,3418,21,1
2024,      341802801, ,2,2, , , , , , , , ,2,2, ,2,3418,28,1
2024,      341803701, ,2,1,2,0,11,2, , , , ,1,2,2,2,3418,37,1
2024,      341803901, ,2,1,1,1,0,2, , , , ,1,2,2,1,3418,39,1
2024,      341804601,2,2,2, , , , , , , , ,2,2, ,0,3418,46,1
2024,      341804901, ,2,2, , , , , , , , ,1,2, ,2,3418,49,1
2024,      341805001, ,2,2, , , , , , , , ,2,2, ,0,3418,50,1
2024,      341805201, ,2,2, , , , , , , ,2,2,2, ,0,3418,52,1
2024,      341806201, ,2,2, , , , , , , , ,1,1, ,2,3418,62,1
2024,      341806401, ,2,1,2,1,0,2, , , , ,1,2,2,2,3418,64,1
2024,      341807001, ,2,2, , , , , , , , ,2,2, ,2,3418,70,1
2024,      341903701,2,2,1,3,9,0,2, , , , ,1,2,2,2,3419,37,1
2024,      341903801, ,2,2, , , , , , , , ,2,2, ,0,3419,38,1
2024,      341903901, ,2,1,1,13,11,2, , , , ,2,2, ,1,3419,39,1
2024,      341904001, ,2,1,2,1,0,2, , , , ,1,2,2,2,3419,40,1
2024,      341904101,2,2,2, , , , , , , , ,2,1,2,2,3419,41,1
2024,      341905401,2,2,1,1,9,4,2, , , , ,2,2, ,2,3419,54,1
2024,      341905501, ,2,2, , , , , , , , ,2,2, ,0,3419,55,1
2024,      341905601, ,2,1,2,2,0,2, , , , ,1,2,2,2,3419,56,1
2024,      341905801,2,2,2, , , , , , , , ,1,2,2,1,3419,58,1
2024,      341906601,2,2,1,2,13,11,2, , , , ,1,2,2,3,3419,66,1
2024,      341906801, ,2,1,1,1,3,2, , , , ,2,2,2,1,3419,68,1
2024,      341907001, ,2,1,2,0,3,2, , , , ,2,2,2,2,3419,70,1
2024,      341907101, ,2,2, , , , , , , , ,2,2, ,0,3419,71,1
2024,      341907201, ,2,2, , , , , , , , ,2,2, ,2,3419,72,1
2024,      342001301, ,2,2, , , , , , , , ,1,1, ,0,3420,13,1
2024,      342001601, ,2,2, , , , , , , , ,1,1,2,2,3420,16,1
2024,      342001701,2,2,2, , , , , , , , ,2,2, ,2,3420,17,1
2024,      342001801, ,2,2, , , , , , , ,1,2,1, ,0,3420,18,1
2024,      342001901, ,2,2, , , , , , , ,1,2,1, ,0,3420,19,1
2024,      342004001, ,2,1,3,7,0,2, , , , ,2,1, ,3,3420,40,1
2024,      342004201, ,2,2, , , , , , , ,1,2,2, ,0,3420,42,1
2024,      342004301, ,2,2, , , , , , , ,1,2,1, ,0,3420,43,1
2024,      342004401, ,2,1,2,13,0,2, , , , ,1,1,2,2,3420,44,1
2024,      342004501, ,2,2, , , , , , , , ,2,1, ,0,3420,45,1
2024,      342004601, ,2,2, , , , , , , ,1,2,2, ,0,3420,46,1
2024,      342004701, ,2,2, , , , , , , ,2,2,2, ,0,3420,47,1
