ID1,HHID,QHCLUSTER,QHNUMBER,QHHOME,PS109_1R,PS109_1A,PS109_1M,PS109_1S,PS7,HVIDX
2024,      415400701,4154,7,1,1,3,5,2,2,5
2024,      415400901,4154,9,1,1,0,5,1,1,3
2024,      415400901,4154,9,1,1,7,5,2,2,4
2024,      415402701,4154,27,1,1,4,5,1,1,4
2024,      415402701,4154,27,1,1,5,5,2,2,8
2024,      415403201,4154,32,1,1,1,5,1,1,3
2024,      415403201,4154,32,1,1,1,5,2,2,4
2024,      415405901,4154,59,1,1,2,5,2,1,3
2024,      415407901,4154,79,1,1,1,5,2,1,2
2024,      415501001,4155,10,1,1,4,5,2,1,3
2024,      415501801,4155,18,1,1,3,0,2,1,4
2024,      415503901,4155,39,1,1,0,5,2,1,8
2024,      415505601,4155,56,1,1,5,5,1,1,4
2024,      415505601,4155,56,1,1,3,5,2,2,5
2024,      415507701,4155,77,1,1,6,5,1,1,4
2024,      415507701,4155,77,1,1,1,5,2,2,5
2024,      415601301,4156,13,1,1,3,6,2,1,3
2024,      415601401,4156,14,1,1,8,6,1,1,4
2024,      415601401,4156,14,1,1,7,6,1,2,5
2024,      415601401,4156,14,1,1,5,6,2,3,6
2024,      415602201,4156,22,1,1,8,6,1,1,3
2024,      415602201,4156,22,1,1,1,6,2,2,4
2024,      415604701,4156,47,1,1,8,6,2,1,4
2024,      415605701,4156,57,1,1,0,6,2,1,3
2024,      415606601,4156,66,1,1,8,7,2,1,2
2024,      415701601,4157,16,1,1,1,7,1,1,5
2024,      415701601,4157,16,1,1,4,7,2,2,9
2024,      415701701,4157,17,1,1,0,7,2,1,3
2024,      415701901,4157,19,1,1,7,7,1,1,6
2024,      415701901,4157,19,1,1,4,7,1,2,7
2024,      415701901,4157,19,1,1,2,7,2,3,8
2024,      415702101,4157,21,1,1,2,7,2,1,5
2024,      415704301,4157,43,1,1,6,7,1,1,5
2024,      415704301,4157,43,1,1,1,7,1,2,6
2024,      415704301,4157,43,1,1,4,7,1,3,7
2024,      415704301,4157,43,1,1,5,7,2,4,8
2024,      415704501,4157,45,1,1,3,7,1,1,7
2024,      415704501,4157,45,1,1,2,7,2,2,8
2024,      415704601,4157,46,1,1,9,5,1,1,3
2024,      415704601,4157,46,1,1,7,5,1,2,4
2024,      415704601,4157,46,1,1,3,5,2,3,5
2024,      415704801,4157,48,1,1,7,7,1,1,4
2024,      415704801,4157,48,1,1,6,7,1,2,5
2024,      415704801,4157,48,1,1,0,7,2,3,6
2024,      415705601,4157,56,1,1,2,7,2,1,6
2024,      415715501,4157,155,1,1,3,7,1,1,4
2024,      415715501,4157,155,1,1,1,7,2,2,5
2024,      415715801,4157,158,1,1,5,7,1,1,3
2024,      415715801,4157,158,1,1,0,7,2,2,4
2024,      415715901,4157,159,1,1,2,7,2,1,5
2024,      415800201,4158,2,1,1,7,10,2,1,5
2024,      415800401,4158,4,1,1,5,8,1,1,2
2024,      415800401,4158,4,1,1,3,8,2,2,3
2024,      415800501,4158,5,1,1,6,8,1,1,4
2024,      415800501,4158,5,1,1,4,8,1,2,5
2024,      415800501,4158,5,1,1,2,8,2,3,6
2024,      415800601,4158,6,1,1,5,9,2,1,5
2024,      415808801,4158,88,1,1,7,10,1,1,5
2024,      415808801,4158,88,1,1,4,10,1,2,6
2024,      415808801,4158,88,1,1,1,10,2,3,7
2024,      415808901,4158,89,1,1,6,8,2,1,6
2024,      415810101,4158,101,1,1,8,8,1,1,3
2024,      415810101,4158,101,1,1,7,8,1,2,4
2024,      415810101,4158,101,1,1,5,8,1,3,5
2024,      415810101,4158,101,1,1,2,8,1,4,6
2024,      415810101,4158,101,1,1,0,8,2,5,7
2024,      415810301,4158,103,1,1,7,8,2,1,5
2024,      415810401,4158,104,1,1,4,9,2,1,3
2024,      415909301,4159,93,1,1,2,6,2,1,3
2024,      415909401,4159,94,1,1,0,6,2,1,4
2024,      415909501,4159,95,1,1,0,5,2,1,4
2024,      415909601,4159,96,1,1,4,6,1,1,3
2024,      415909601,4159,96,1,1,1,6,2,2,4
2024,      415909701,4159,97,1,1,6,6,1,1,5
2024,      415909701,4159,97,1,1,4,6,2,2,6
2024,      415912101,4159,121,1,1,8,6,1,1,5
2024,      415912101,4159,121,1,1,5,6,1,2,6
2024,      415912101,4159,121,1,1,1,6,2,3,7
2024,      415912201,4159,122,1,1,5,5,1,1,5
2024,      415912201,4159,122,1,1,4,5,1,2,6
2024,      415912201,4159,122,1,1,3,5,2,3,7
2024,      415912301,4159,123,1,1,8,6,1,1,7
2024,      415912301,4159,123,1,1,3,6,1,2,9
2024,      415912301,4159,123,1,1,2,6,1,3,10
2024,      415912301,4159,123,1,1,2,6,1,4,11
2024,      415912301,4159,123,1,1,0,6,2,5,12
2024,      415913101,4159,131,1,1,5,5,1,1,4
2024,      415913101,4159,131,1,1,3,5,1,2,5
2024,      415913101,4159,131,1,1,1,5,2,3,6
2024,      415916101,4159,161,1,1,4,6,1,1,6
2024,      415916101,4159,161,1,1,3,6,2,2,7
2024,      415916301,4159,163,1,1,2,5,1,1,3
2024,      415916301,4159,163,1,1,2,5,2,2,4
2024,      416000201,4160,2,1,1,0,4,1,1,4
2024,      416000201,4160,2,1,1,5,4,1,2,7
2024,      416000201,4160,2,1,1,0,4,1,3,8
2024,      416000201,4160,2,1,1,2,4,2,4,10
2024,      416000501,4160,5,1,1,1,4,2,1,3
2024,      416009301,4160,93,1,1,3,4,1,1,5
2024,      416009301,4160,93,1,1,3,4,1,2,6
2024,      416009301,4160,93,1,1,3,4,1,3,9
2024,      416009301,4160,93,1,1,2,4,1,4,10
2024,      416009301,4160,93,1,1,2,4,1,5,11
2024,      416009301,4160,93,1,1,1,4,2,6,16
2024,      416010501,4160,105,1,1,7,4,1,1,4
2024,      416010501,4160,105,1,1,5,4,2,2,5
2024,      416010901,4160,109,1,1,7,4,1,1,7
2024,      416010901,4160,109,1,1,1,5,2,2,8
2024,      416115301,4161,153,1,1,3,10,2,1,3
2024,      416115701,4161,157,1,1,1,9,2,1,6
2024,      416119001,4161,190,1,1,2,9,2,1,6
2024,      416119101,4161,191,1,1,0,10,2,1,5
2024,      416119201,4161,192,1,1,3,10,1,1,5
2024,      416119201,4161,192,1,1,4,9,2,2,8
2024,      416119301,4161,193,1,1,5,10,2,1,3
2024,      416122601,4161,226,1,1,4,9,2,1,2
2024,      416201201,4162,12,1,1,1,10,2,1,4
2024,      416201401,4162,14,1,1,6,9,1,1,5
2024,      416201401,4162,14,1,1,5,9,1,2,6
2024,      416201401,4162,14,1,1,4,9,1,3,7
2024,      416201401,4162,14,1,1,1,9,2,4,8
2024,      416201501,4162,15,1,1,6,10,1,1,3
2024,      416201501,4162,15,1,1,4,10,1,2,4
2024,      416201501,4162,15,1,1,2,10,1,3,5
2024,      416201501,4162,15,1,1,0,10,2,4,6
2024,      416201601,4162,16,1,1,8,10,1,1,4
2024,      416201601,4162,16,1,1,5,10,1,2,5
2024,      416201601,4162,16,1,1,4,10,1,3,6
2024,      416201601,4162,16,1,1,2,10,1,4,7
2024,      416201601,4162,16,1,1,1,10,2,5,8
2024,      416202001,4162,20,1,1,1,9,2,1,7
2024,      416202401,4162,24,1,1,5,10,2,1,4
2024,      416205801,4162,58,1,1,6,10,1,1,4
2024,      416205801,4162,58,1,1,4,10,1,2,5
2024,      416205801,4162,58,1,1,4,10,1,3,6
2024,      416205801,4162,58,1,1,1,10,1,4,7
2024,      416205801,4162,58,1,1,1,10,2,5,8
2024,      416206001,4162,60,1,1,6,10,1,1,2
2024,      416206001,4162,60,1,1,4,10,2,2,3
2024,      416206201,4162,62,1,1,5,10,1,1,3
2024,      416206201,4162,62,1,1,1,10,1,2,4
2024,      416206201,4162,62,1,1,0,10,2,3,6
2024,      416206301,4162,63,1,1,5,10,1,1,3
2024,      416206301,4162,63,1,1,7,10,1,2,4
2024,      416206301,4162,63,1,1,2,10,1,3,5
2024,      416206301,4162,63,1,1,1,10,2,4,6
2024,      416300901,4163,9,1,1,7,9,1,1,3
2024,      416300901,4163,9,1,1,6,9,1,2,4
2024,      416300901,4163,9,1,1,0,9,2,3,5
2024,      416301601,4163,16,1,1,0,8,2,1,6
2024,      416302101,4163,21,1,1,0,5,2,1,3
2024,      416302201,4163,22,1,2, , ,2,1,4
2024,      416304701,4163,47,1,1,7,9,2,1,5
2024,      416400701,4164,7,1,1,2,5,2,1,2
2024,      416401501,4164,15,1,1,4,6,2,1,5
2024,      416402401,4164,24,1,1,2,6,1,1,2
2024,      416402401,4164,24,1,1,0,6,2,2,3
2024,      416405801,4164,58,1,1,5,5,2,1,4
2024,      416500501,4165,5,1,1,1,5,1,1,4
2024,      416500501,4165,5,1,1,1,5,2,2,5
2024,      416502301,4165,23,1,1,3,8,1,1,3
2024,      416502301,4165,23,1,1,3,8,2,2,4
2024,      416504301,4165,43,1,2, , ,2,1,2
2024,      416504801,4165,48,1,1,3,7,1,1,2
2024,      416504801,4165,48,1,1,1,7,2,2,3
2024,      416602601,4166,26,1,1,1,8,2,1,2
2024,      416602701,4166,27,1,1,1,8,2,1,3
2024,      416603701,4166,37,1,1,1,7,2,1,3
2024,      416605901,4166,59,1,1,0,7,2,1,3
2024,      416606201,4166,62,1,1,0,9,2,1,3
2024,      416701701,4167,17,1,1,0,5,2,1,4
2024,      416704301,4167,43,1,1,3,5,2,1,4
2024,      416705001,4167,50,1,1,5,6,1,1,4
2024,      416705001,4167,50,1,1,0,6,2,2,5
2024,      416706901,4167,69,1,1,1,6,2,1,4
2024,      416707901,4167,79,1,1,2,6,1,1,2
2024,      416707901,4167,79,1,1,0,6,2,2,3
2024,      416708101,4167,81,1,1,5,5,2,1,5
2024,      416801901,4168,19,1,1,4,5,1,1,3
2024,      416801901,4168,19,1,1,1,5,2,2,4
2024,      416804201,4168,42,1,1,5,5,2,1,5
2024,      416813301,4168,133,1,1,1,4,1,1,3
2024,      416813301,4168,133,1,1,5,4,2,2,5
2024,      416814501,4168,145,1,1,1,5,2,1,2
2024,      416900901,4169,9,1,1,2,5,2,1,3
2024,      416902601,4169,26,1,1,0,5,2,1,3
2024,      416907501,4169,75,1,1,3,5,1,1,3
2024,      416907501,4169,75,1,1,1,5,2,2,6
2024,      416908301,4169,83,1,1,5,5,2,1,6
2024,      416908401,4169,84,1,1,3,5,2,1,6
2024,      417001301,4170,13,1,1,2,6,1,1,2
2024,      417001301,4170,13,1,1,0,6,2,2,3
2024,      417004001,4170,40,1,1,5,5,1,1,3
2024,      417004001,4170,40,1,1,2,5,1,2,4
2024,      417004001,4170,40,1,1,0,6,2,3,5
2024,      417004301,4170,43,1,1,3,6,2,1,4
2024,      417007901,4170,79,1,1,2,6,1,1,3
2024,      417007901,4170,79,1,1,2,6,2,2,4
2024,      417008901,4170,89,1,1,0,7,2,1,4
2024,      417105501,4171,55,1,1,2,7,2,1,3
2024,      417107301,4171,73,1,1,8,8,1,1,4
2024,      417107301,4171,73,1,1,6,8,2,2,5
2024,      417202601,4172,26,1,1,8,7,1,1,2
2024,      417202601,4172,26,1,1,1,7,2,2,3
2024,      417206401,4172,64,1,1,1,7,1,1,3
2024,      417206401,4172,64,1,1,1,7,2,2,4
2024,      417206701,4172,67,1,1,0,7,1,1,4
2024,      417206701,4172,67,1,1,0,7,2,2,5
2024,      417214501,4172,145,1,1,0,7,2,1,2
2024,      417300401,4173,4,1,1,6,8,1,1,3
2024,      417300401,4173,4,1,1,4,8,2,2,4
2024,      417301101,4173,11,1,1,5,8,2,1,2
2024,      417307201,4173,72,1,1,2,8,2,1,8
2024,      417308001,4173,80,1,1,2,9,2,1,2
2024,      417400301,4174,3,1,1,6,8,2,1,3
2024,      417402101,4174,21,1,1,3,8,1,1,3
2024,      417402101,4174,21,1,1,3,8,2,2,5
2024,      417407001,4174,70,1,1,2,8,1,1,3
2024,      417407001,4174,70,1,1,3,8,1,2,4
2024,      417407001,4174,70,1,1,1,8,2,3,5
2024,      417407501,4174,75,1,1,0,5,2,1,3
2024,      417408401,4174,84,1,1,3,9,2,1,2
2024,      417409601,4174,96,1,1,5,9,1,1,2
2024,      417409601,4174,96,1,1,5,9,2,2,3
2024,      417500701,4175,7,1,1,0,6,2,1,3
2024,      417502501,4175,25,1,1,2,6,2,1,5
2024,      417504601,4175,46,1,1,0,6,2,1,3
2024,      417505901,4175,59,1,1,0,6,2,1,4
2024,      417506201,4175,62,1,1,1,6,2,1,5
2024,      417509901,4175,99,1,1,2,6,1,1,3
2024,      417509901,4175,99,1,1,1,6,2,2,4
2024,      417600301,4176,3,1,1,4,4,1,1,2
2024,      417600301,4176,3,1,1,1,4,2,2,3
2024,      417606001,4176,60,1,1,3,4,1,1,4
2024,      417606001,4176,60,1,1,1,4,2,2,5
2024,      417606701,4176,67,1,1,0,5,2,1,6
2024,      417609701,4176,97,1,1,4,5,1,1,3
2024,      417609701,4176,97,1,1,1,5,2,2,4
2024,      417700901,4177,9,1,1,8,6,1,1,5
2024,      417700901,4177,9,1,1,3,6,1,2,6
2024,      417700901,4177,9,1,1,3,6,1,3,7
2024,      417700901,4177,9,1,1,1,6,2,4,8
2024,      417702401,4177,24,1,1,6,6,2,1,3
2024,      417704501,4177,45,1,1,7,5,2,1,7
2024,      417706001,4177,60,1,8, , ,1,1,4
2024,      417706001,4177,60,1,8, , ,2,2,5
2024,      417707401,4177,74,1,1,1,6,1,1,3
2024,      417707401,4177,74,1,1,6,6,2,2,4
2024,      417805301,4178,53,1,1,3,8,1,1,2
2024,      417805301,4178,53,1,1,1,8,2,2,3
2024,      417805501,4178,55,1,1,6,8,2,1,3
2024,      417807201,4178,72,1,1,6,8,2,1,3
2024,      417812701,4178,127,1,1,6,9,2,1,6
2024,      417901201,4179,12,1,1,3,8,2,1,5
2024,      417901501,4179,15,1,1,0,5,2,1,3
2024,      417902501,4179,25,1,1,2,8,2,1,3
2024,      417902601,4179,26,1,1,2,7,1,1,4
2024,      417902601,4179,26,1,1,0,7,2,2,5
2024,      417903901,4179,39,1,1,2,8,2,1,3
2024,      417904901,4179,49,1,1,0,7,2,1,3
2024,      417906901,4179,69,1,1,1,7,2,1,3
2024,      417908601,4179,86,1,1,2,7,2,1,3
2024,      417909301,4179,93,1,1,1,7,2,1,3
2024,      418000101,4180,1,1,1,3,7,2,1,3
2024,      418001201,4180,12,1,1,4,7,2,1,5
2024,      418001901,4180,19,1,1,7,8,1,1,4
2024,      418001901,4180,19,1,1,2,8,1,2,5
2024,      418001901,4180,19,1,1,1,8,2,3,6
2024,      418002201,4180,22,1,1,3,8,2,1,5
2024,      418002501,4180,25,1,1,3,7,1,1,2
2024,      418002501,4180,25,1,1,0,7,2,2,4
2024,      418003001,4180,30,1,1,2,8,2,1,4
2024,      418101601,4181,16,1,1,2,7,2,1,6
2024,      418101801,4181,18,1,1,3,7,1,1,3
2024,      418101801,4181,18,1,1,2,7,2,2,4
2024,      418103701,4181,37,1,2, , ,1,1,4
2024,      418103701,4181,37,1,2, , ,1,2,5
2024,      418103701,4181,37,1,2, , ,2,3,6
2024,      418108401,4181,84,1,1,2,7,2,1,3
2024,      418108501,4181,85,1,1,7,7,2,1,4
2024,      418109401,4181,94,1,1,7,7,1,1,3
2024,      418109401,4181,94,1,1,5,7,1,2,4
2024,      418109401,4181,94,1,1,0,7,1,3,5
2024,      418109401,4181,94,1,1,98,98,2,4,6
2024,      418110901,4181,109,1,1,5,7,2,1,2
2024,      418112901,4181,129,1,1,2,7,2,1,3
2024,      418201501,4182,15,1,1,3,10,1,1,3
2024,      418201501,4182,15,1,1,1,10,2,2,4
2024,      418205501,4182,55,1,1,2,7,1,1,3
2024,      418205501,4182,55,1,1,2,7,2,2,4
2024,      418210001,4182,100,1,1,5,10,2,1,5
2024,      418305101,4183,51,1,1,0,11,2,1,4
2024,      418306301,4183,63,1,1,8,8,2,1,3
2024,      418306401,4183,64,1,1,4,8,2,1,7
2024,      418307701,4183,77,1,1,5,8,2,1,3
2024,      418312401,4183,124,1,1,5,8,2,1,3
2024,      418400301,4184,3,1,1,6,6,1,1,4
2024,      418400301,4184,3,1,1,0,6,2,2,5
2024,      418403601,4184,36,1,1,5,6,2,1,4
2024,      418404401,4184,44,1,8, , ,1,1,3
2024,      418404401,4184,44,1,8, , ,2,2,4
2024,      418501201,4185,12,1,1,3,5,2,1,3
2024,      418502201,4185,22,1,1,1,4,2,1,3
2024,      418505201,4185,52,1,1,1,5,2,1,2
2024,      418506601,4185,66,1,1,0,4,2,1,3
2024,      418506801,4185,68,1,1,0,5,2,1,4
2024,      418507301,4185,73,1,1,3,4,2,1,3
2024,      418508701,4185,87,1,1,2,5,1,1,2
2024,      418508701,4185,87,1,1,0,5,2,2,3
2024,      418602101,4186,21,1,1,0,6,2,1,4
2024,      418606601,4186,66,1,1,6,6,2,1,4
2024,      418700501,4187,5,1,1,1,8,2,1,7
2024,      418700901,4187,9,1,1,8,9,1,1,3
2024,      418700901,4187,9,1,1,1,9,2,2,4
2024,      418707901,4187,79,1,1,5,9,2,1,6
2024,      418711501,4187,115,1,1,1,9,1,1,4
2024,      418711501,4187,115,1,1,7,9,2,2,5
2024,      418712001,4187,120,1,1,4,9,2,1,4
2024,      418804801,4188,48,1,1,2,7,2,1,3
2024,      418808001,4188,80,1,1,3,7,2,1,3
2024,      418901201,4189,12,1,1,0,9,2,1,3
2024,      418905701,4189,57,1,1,6,9,2,1,3
2024,      418906001,4189,60,1,1,1,8,2,1,3
2024,      418909601,4189,96,1,1,7,9,1,1,5
2024,      418909601,4189,96,1,1,1,9,2,2,6
2024,      419005301,4190,53,1,1,3,8,1,1,3
2024,      419005301,4190,53,1,1,3,8,2,2,5
2024,      419005701,4190,57,1,1,3,4,2,1,3
2024,      419007001,4190,70,1,1,0,8,2,1,4
2024,      419008101,4190,81,1,1,1,8,2,1,2
2024,      419008701,4190,87,1,1,0,8,2,1,4
2024,      419100101,4191,1,1,1,5,7,2,1,3
2024,      419101701,4191,17,1,1,0,9,2,1,4
2024,      419107201,4191,72,1,1,4,9,1,1,4
2024,      419107201,4191,72,1,1,0,9,2,2,5
2024,      419107401,4191,74,1,1,1,9,2,1,3
2024,      419109601,4191,96,1,1,5,9,1,1,3
2024,      419109601,4191,96,1,1,0,9,2,2,4
2024,      419206001,4192,60,1,1,6,7,1,1,3
2024,      419206001,4192,60,1,1,3,7,2,2,4
2024,      419206101,4192,61,1,1,0,6,2,1,3
2024,      419206401,4192,64,1,1,3,7,1,1,4
2024,      419206401,4192,64,1,1,0,7,2,2,5
2024,      419206601,4192,66,1,1,6,7,2,1,3
2024,      419206901,4192,69,1,1,3,7,1,1,3
2024,      419206901,4192,69,1,1,1,7,2,2,4
2024,      419301201,4193,12,1,1,5,5,2,1,4
2024,      419305501,4193,55,1,1,6,5,2,1,4
2024,      419309101,4193,91,1,1,4,6,2,1,2
2024,      419402001,4194,20,1,1,6,4,1,1,3
2024,      419402001,4194,20,1,1,0,4,2,2,4
2024,      419406801,4194,68,1,1,7,4,2,1,3
2024,      419408501,4194,85,1,1,8,4,1,1,4
2024,      419408501,4194,85,1,1,6,4,1,2,5
2024,      419408501,4194,85,1,1,0,4,2,3,6
2024,      419501201,4195,12,1,1,2,7,1,1,4
2024,      419501201,4195,12,1,1,0,7,2,2,5
2024,      419504901,4195,49,1,1,0,6,2,1,4
2024,      419506901,4195,69,1,1,0,6,2,1,8
2024,      419510501,4195,105,1,1,2,6,1,1,4
2024,      419510501,4195,105,1,1,3,6,1,2,5
2024,      419510501,4195,105,1,1,8,6,2,3,6
2024,      419510801,4195,108,1,1,5,7,1,1,4
2024,      419510801,4195,108,1,1,3,7,2,2,5
2024,      419511101,4195,111,1,1,4,6,1,1,3
2024,      419511101,4195,111,1,1,1,6,2,2,4
2024,      419601801,4196,18,1,1,0,10,2,1,2
2024,      419602101,4196,21,1,1,3,10,2,1,5
2024,      419603301,4196,33,1,1,2,10,2,1,3
2024,      419701701,4197,17,1,1,3,6,2,1,3
2024,      419704101,4197,41,1,1,2,5,2,1,4
2024,      419708801,4197,88,1,1,1,7,2,1,3
2024,      419800101,4198,1,1,1,1,10,2,1,4
2024,      419803401,4198,34,1,1,5,10,2,1,4
2024,      419804001,4198,40,1,1,4,10,2,1,3
2024,      419807701,4198,77,1,1,4,10,2,1,3
2024,      419808601,4198,86,1,1,2,11,2,1,3
2024,      419902201,4199,22,1,1,1,10,2,1,2
2024,      419902401,4199,24,1,1,7,9,2,1,3
2024,      419902601,4199,26,1,1,4,10,2,1,4
2024,      419904101,4199,41,1,1,1,9,2,1,3
2024,      420202501,4202,25,1,1,3,6,2,1,4
2024,      420301801,4203,18,1,1,3,8,1,1,3
2024,      420301801,4203,18,1,1,0,8,1,2,4
2024,      420301801,4203,18,1,1,6,8,2,3,6
2024,      420307301,4203,73,1,1,5,8,2,1,2
2024,      420309001,4203,90,1,1,3,8,1,1,3
2024,      420309001,4203,90,1,1,1,8,2,2,4
2024,      420400501,4204,5,1,1,1,7,2,1,3
2024,      420403501,4204,35,1,1,4,7,1,1,3
2024,      420403501,4204,35,1,1,1,7,2,2,4
2024,      420405401,4204,54,1,1,1,7,2,1,9
2024,      420405701,4204,57,1,1,2,7,2,1,4
2024,      420408801,4204,88,1,1,1,7,2,1,3
2024,      420500801,4205,8,1,1,1,5,1,1,4
2024,      420500801,4205,8,1,1,0,5,2,2,5
2024,      420502101,4205,21,1,1,4,5,1,1,3
2024,      420502101,4205,21,1,1,1,5,2,2,4
2024,      420504201,4205,42,1,1,1,5,2,1,4
2024,      420600401,4206,4,1,1,7,4,2,1,5
2024,      420601201,4206,12,1,2, , ,2,1,3
2024,      420602501,4206,25,1,1,7,3,1,1,5
2024,      420602501,4206,25,1,1,5,3,1,2,6
2024,      420602501,4206,25,1,1,0,2,2,3,9
2024,      420603501,4206,35,1,1,7,4,1,1,2
2024,      420603501,4206,35,1,1,3,4,2,2,3
2024,      420606801,4206,68,1,1,2,6,2,1,3
2024,      420607301,4206,73,1,1,5,4,1,1,2
2024,      420607301,4206,73,1,1,2,4,1,2,3
2024,      420607301,4206,73,1,1,2,4,2,3,4
2024,      420607601,4206,76,1,1,6,4,1,1,2
2024,      420607601,4206,76,1,1,4,4,1,2,3
2024,      420607601,4206,76,1,1,1,4,2,3,4
2024,      420702201,4207,22,1,1,1,7,2,1,4
2024,      420703501,4207,35,1,1,0,7,2,1,4
2024,      420704201,4207,42,1,1,6,7,2,1,3
2024,      420705101,4207,51,1,1,5,7,2,1,3
2024,      420706101,4207,61,1,1,7,7,1,1,3
2024,      420706101,4207,61,1,1,0,7,2,2,4
2024,      420800501,4208,5,1,1,1,6,2,1,3
2024,      420802101,4208,21,1,2, , ,2,1,7
2024,      420802901,4208,29,1,1,7,7,2,1,4
2024,      420803401,4208,34,1,2, , ,1,1,3
2024,      420803401,4208,34,1,1,0,7,2,2,4
2024,      420902601,4209,26,1,1,7,9,1,1,3
2024,      420902601,4209,26,1,1,0,9,2,2,4
2024,      420904301,4209,43,1,1,7,9,2,1,4
2024,      420905701,4209,57,1,1,7,9,2,1,4
2024,      420909201,4209,92,1,1,1,9,2,1,3
2024,      421006501,4210,65,1,1,2,7,2,1,3
2024,      421007001,4210,70,1,1,1,6,2,1,3
2024,      421008001,4210,80,1,1,2,6,2,1,4
2024,      421100201,4211,2,1,1,5,4,1,1,5
2024,      421100201,4211,2,1,1,1,4,2,2,6
2024,      421101701,4211,17,1,1,0,4,2,1,3
2024,      421104201,4211,42,1,1,5,3,2,1,3
2024,      421109101,4211,91,1,1,0,4,1,1,2
2024,      421109101,4211,91,1,1,0,4,2,2,3
2024,      421200601,4212,6,1,1,4,9,1,1,3
2024,      421200601,4212,6,1,1,4,9,1,2,4
2024,      421200601,4212,6,1,1,3,9,2,3,5
2024,      421201601,4212,16,1,1,0,9,2,1,3
2024,      421209701,4212,97,1,1,5,9,1,1,3
2024,      421209701,4212,97,1,1,2,9,2,2,4
2024,      421213001,4212,130,1,1,7,8,2,1,2
2024,      421302301,4213,23,1,1,5,8,2,1,5
2024,      421303501,4213,35,1,1,1,8,2,1,6
2024,      421304701,4213,47,1,1,4,7,1,1,5
2024,      421304701,4213,47,1,1,3,7,2,2,9
2024,      421308301,4213,83,1,1,2,8,1,1,5
2024,      421308301,4213,83,1,1,0,8,2,2,6
2024,      421310801,4213,108,1,1,0,8,2,1,2
2024,      421312701,4213,127,1,1,7,8,1,1,3
2024,      421312701,4213,127,1,1,1,8,2,2,4
2024,      421312901,4213,129,1,1,4,7,2,1,4
2024,      421401101,4214,11,1,1,0,5,2,1,4
2024,      421402101,4214,21,1,1,2,5,2,1,3
2024,      421402501,4214,25,1,1,2,5,2,1,4
2024,      421403801,4214,38,1,1,3,5,1,1,3
2024,      421403801,4214,38,1,1,4,5,2,2,6
2024,      421404601,4214,46,1,1,6,5,2,1,5
2024,      421502401,4215,24,1,1,0,7,2,1,3
2024,      421511201,4215,112,1,2, , ,1,1,3
2024,      421511201,4215,112,1,2, , ,2,2,4
2024,      421511801,4215,118,1,1,6,6,1,1,4
2024,      421511801,4215,118,1,1,2,7,2,2,5
2024,      421601101,4216,11,1,1,1,6,2,1,3
2024,      421607901,4216,79,1,1,8,6,1,1,4
2024,      421607901,4216,79,1,1,6,6,1,2,5
2024,      421607901,4216,79,1,1,4,6,2,3,6
2024,      421700201,4217,2,1,1,8,9,2,1,3
2024,      421701401,4217,14,1,1,2,9,2,1,3
2024,      421702801,4217,28,1,1,6,9,2,1,3
2024,      421803201,4218,32,1,1,6,4,1,1,6
2024,      421803201,4218,32,1,1,5,4,2,2,7
2024,      421901401,4219,14,1,1,4,5,2,1,3
2024,      421902801,4219,28,1,1,1,5,2,1,3
2024,      421903101,4219,31,1,1,6,5,1,1,4
2024,      421903101,4219,31,1,1,0,5,2,2,5
2024,      421903201,4219,32,1,1,6,5,1,1,4
2024,      421903201,4219,32,1,1,2,5,2,2,5
2024,      421915801,4219,158,1,1,8,5,1,1,3
2024,      421915801,4219,158,1,1,6,5,1,2,4
2024,      421915801,4219,158,1,1,4,5,2,3,5
2024,      421916301,4219,163,1,1,3,5,2,1,3
2024,      422000301,4220,3,1,1,3,9,2,1,3
2024,      422002401,4220,24,1,1,5,9,1,1,3
2024,      422002401,4220,24,1,1,5,9,2,2,4
2024,      422100201,4221,2,1,1,2,7,2,1,3
2024,      422106301,4221,63,1,1,4,7,2,1,4
2024,      422106501,4221,65,1,1,2,7,2,1,3
2024,      422106801,4221,68,1,1,8,7,1,1,4
2024,      422106801,4221,68,1,1,3,7,2,2,5
2024,      422110501,4221,105,1,1,0,7,2,1,3
2024,      422111401,4221,114,1,1,4,7,2,1,4
2024,      422111501,4221,115,1,1,4,7,2,1,3
2024,      422111601,4221,116,1,1,3,7,1,1,6
2024,      422111601,4221,116,1,1,1,7,2,2,7
2024,      422201201,4222,12,1,1,3,3,2,1,3
2024,      422204001,4222,40,1,1,3,4,1,1,3
2024,      422204001,4222,40,1,1,0,4,2,2,4
2024,      422204601,4222,46,1,1,1,3,2,1,5
2024,      422206401,4222,64,1,1,1,4,1,1,3
2024,      422206401,4222,64,1,1,0,4,2,2,4
2024,      422207501,4222,75,1,1,5,4,2,1,3
2024,      422302301,4223,23,1,1,0,3,2,1,3
2024,      422312301,4223,123,1,1,0,4,2,1,3
2024,      422401501,4224,15,1,1,0,7,2,1,4
2024,      422403501,4224,35,1,1,0,7,2,1,4
2024,      422410101,4224,101,1,1,1,8,2,1,3
2024,      422411301,4224,113,1,1,5,7,1,1,3
2024,      422411301,4224,113,1,1,2,7,2,2,4
2024,      422412702,4224,127,2,1,5,5,1,1,4
2024,      422412702,4224,127,2,1,4,5,2,2,5
2024,      422414101,4224,141,1,1,2,8,1,1,3
2024,      422414101,4224,141,1,1,0,8,2,2,4
